23Skel_23Skel,23Skel_23Bulge,23Skel_31Skel,23Skel_31Bulge,23Skel_26Skel,23Skel_26Bulge,23Bulge_23Skel,23Bulge_23Bulge,23Bulge_31Skel,23Bulge_31Bulge,23Bulge_26Skel,23Bulge_26Bulge,31Skel_23Skel,31Skel_23Bulge,31Skel_31Skel,31Skel_31Bulge,31Skel_26Skel,31Skel_26Bulge,31Bulge_23Skel,31Bulge_23Bulge,31Bulge_31Skel,31Bulge_31Bulge,31Bulge_26Skel,31Bulge_26Bulge,26Skel_23Skel,26Skel_23Bulge,26Skel_31Skel,26Skel_31Bulge,26Skel_26Skel,26Skel_26Bulge,26Bulge_23Skel,26Bulge_23Bulge,26Bulge_31Skel,26Bulge_31Bulge,26Bulge_26Skel,26Bulge_26Bulge
0.0,7841.797498023014,6702.535266598752,8819.757366277147,6670.2111660726305,8594.77608783382,7841.797498023014,0.0,7875.142347919814,8518.891242409425,8460.90946648172,9510.245738149988,6702.535266598752,7875.142347919814,0.0,6929.857935051771,6639.240619227473,8567.153261148069,8819.757366277147,8518.891242409425,6929.857935051771,0.0,8438.50194051053,9447.722476872403,6670.2111660726305,8460.90946648172,6639.240619227473,8438.50194051053,0.0,7187.76773414389,8594.77608783382,9510.245738149988,8567.153261148069,9447.722476872403,7187.76773414389,0.0
0.0,7637.814477977323,6179.807440365759,8442.812682986636,6351.512654478459,8352.663766727355,7637.814477977323,0.0,8454.550372432588,9323.674597496418,8989.182220869705,9428.481638100591,6179.807440365759,8454.550372432588,0.0,6845.933537509694,7074.087290951392,9186.794762048405,8442.812682986636,9323.674597496418,6845.933537509694,0.0,9284.949919089493,10495.844892146606,6351.512654478459,8989.182220869705,7074.087290951392,9284.949919089493,0.0,7473.552769600279,8352.663766727355,9428.481638100591,9186.794762048405,10495.844892146606,7473.552769600279,0.0
0.0,6899.32330015053,5692.646396887831,7892.031931004841,6509.446059381705,8249.250875079506,6899.32330015053,0.0,7881.568054644964,8467.439046134316,8570.948722282732,8902.634104578263,5692.646396887831,7881.568054644964,0.0,6785.134560198493,6599.412322320829,8471.269149306969,7892.031931004841,8467.439046134316,6785.134560198493,0.0,8632.441253782154,9522.91037446011,6509.446059381705,8570.948722282732,6599.412322320829,8632.441253782154,0.0,7749.67496092578,8249.250875079506,8902.634104578263,8471.269149306969,9522.91037446011,7749.67496092578,0.0
0.0,7611.5910294760315,5753.934306194328,7700.31759085299,6438.895557469464,8332.339467400498,7611.5910294760315,0.0,8270.239657954296,8913.171321140417,8880.79985136474,9184.953184420703,5753.934306194328,8270.239657954296,0.0,7063.776539500665,6998.336945303506,9014.035666670063,7700.31759085299,8913.171321140417,7063.776539500665,0.0,8611.39042199342,9453.286941588096,6438.895557469464,8880.79985136474,6998.336945303506,8611.39042199342,0.0,7523.185296136205,8332.339467400498,9184.953184420703,9014.035666670063,9453.286941588096,7523.185296136205,0.0
0.0,7100.503925778789,5778.683327540972,7904.674819371129,6661.53968688921,8361.124326309231,7100.503925778789,0.0,7712.03313011556,8716.071133257232,8236.826512680718,8828.996545474463,5778.683327540972,7712.03313011556,0.0,6797.938878807311,7075.504504980546,8946.648925715148,7904.674819371129,8716.071133257232,6797.938878807311,0.0,8919.728190926,9820.276167196114,6661.53968688921,8236.826512680718,7075.504504980546,8919.728190926,0.0,6802.067994367595,8361.124326309231,8828.996545474463,8946.648925715148,9820.276167196114,6802.067994367595,0.0
0.0,7866.154778543326,6781.802783921102,8898.900831001545,6725.529198509214,8773.626958105753,7866.154778543326,0.0,7833.357645352343,8598.668210833583,8710.53993734028,9449.889152789043,6781.802783921102,7833.357645352343,0.0,6779.15459331029,6540.652566831539,8485.881745581893,8898.900831001545,8598.668210833583,6779.15459331029,0.0,8700.170055809254,9592.996507869686,6725.529198509214,8710.53993734028,6540.652566831539,8700.170055809254,0.0,6840.002997075367,8773.626958105753,9449.889152789043,8485.881745581893,9592.996507869686,6840.002997075367,0.0
0.0,6692.4662120925195,6090.881791662025,8197.411603671002,6356.431152777476,8452.844255042204,6692.4662120925195,0.0,7608.314333674707,8727.14609709268,7946.794259322434,9239.665253676672,6090.881791662025,7608.314333674707,0.0,6781.038268583949,7046.228210894109,9155.53608479591,8197.411603671002,8727.14609709268,6781.038268583949,0.0,8902.618378881574,10228.45408651767,6356.431152777476,7946.794259322434,7046.228210894109,8902.618378881574,0.0,7824.740826378852,8452.844255042204,9239.665253676672,9155.53608479591,10228.45408651767,7824.740826378852,0.0
0.0,5884.445768294581,5369.065468030726,7329.433470603304,6541.4555719656155,8284.613449039129,5884.445768294581,0.0,7136.05156932039,7606.640585698788,7716.729812556612,8727.443153638986,5369.065468030726,7136.05156932039,0.0,7016.053092729559,6471.278158138468,8619.501841753965,7329.433470603304,7606.640585698788,7016.053092729559,0.0,8592.509645033866,9432.34164987677,6541.4555719656155,7716.729812556612,6471.278158138468,8592.509645033866,0.0,7352.283930861212,8284.613449039129,8727.443153638986,8619.501841753965,9432.34164987677,7352.283930861212,0.0
0.0,6828.0722023130365,5626.053945706529,8302.286793408188,6403.9114609744565,8834.02167758264,6828.0722023130365,0.0,7539.6606687569165,9103.268973286464,8256.695828235408,9252.188876152497,5626.053945706529,7539.6606687569165,0.0,6935.907078385639,7047.833213123024,9162.6351013232,8302.286793408188,9103.268973286464,6935.907078385639,0.0,9332.183131507869,10581.667968708904,6403.9114609744565,8256.695828235408,7047.833213123024,9332.183131507869,0.0,6945.746252203575,8834.02167758264,9252.188876152497,9162.6351013232,10581.667968708904,6945.746252203575,0.0
0.0,7337.554156529272,5765.792920318939,7761.4472877163835,6453.736282185692,8909.047985054296,7337.554156529272,0.0,7654.329167209887,8302.40043601849,8640.221698544547,9695.2113437511,5765.792920318939,7654.329167209887,0.0,7056.23582372358,6497.519372806825,8863.228080107157,7761.4472877163835,8302.40043601849,7056.23582372358,0.0,8689.139312958447,9833.562731787499,6453.736282185692,8640.221698544547,6497.519372806825,8689.139312958447,0.0,7429.722202074584,8909.047985054296,9695.2113437511,8863.228080107157,9833.562731787499,7429.722202074584,0.0
