7.600000000000000000e+01,1.030000000000000000e+02,1.880861520909012441e+01
7.600000000000000000e+01,1.040000000000000000e+02,2.554185538513219100e+01
7.600000000000000000e+01,1.050000000000000000e+02,2.198153718587429850e+01
7.700000000000000000e+01,1.050000000000000000e+02,2.620410871434700084e+01
7.700000000000000000e+01,1.060000000000000000e+02,2.534122337014278514e+01
7.800000000000000000e+01,1.060000000000000000e+02,2.536444096898485157e+01
7.800000000000000000e+01,1.070000000000000000e+02,2.539101432310790685e+01
7.900000000000000000e+01,1.070000000000000000e+02,2.541113168164196168e+01
7.900000000000000000e+01,1.080000000000000000e+02,2.543437485011672194e+01
7.900000000000000000e+01,1.270000000000000000e+02,1.803492601646915361e+01
8.000000000000000000e+01,1.080000000000000000e+02,2.545197615814612746e+01
8.000000000000000000e+01,1.090000000000000000e+02,3.216284350489577548e+01
8.100000000000000000e+01,1.090000000000000000e+02,3.405264659874340794e+01
8.100000000000000000e+01,1.100000000000000000e+02,2.599188095099862394e+01
8.200000000000000000e+01,1.090000000000000000e+02,2.278572783382394462e+01
8.200000000000000000e+01,1.100000000000000000e+02,3.556338556822159092e+01
8.300000000000000000e+01,1.100000000000000000e+02,3.926195216828971724e+01
8.300000000000000000e+01,1.110000000000000000e+02,2.585841721332922205e+01
8.400000000000000000e+01,1.100000000000000000e+02,2.798600857563548416e+01
8.400000000000000000e+01,1.110000000000000000e+02,3.849235574667056170e+01
8.500000000000000000e+01,1.110000000000000000e+02,3.843178588998318190e+01
8.500000000000000000e+01,1.120000000000000000e+02,3.205270628931824461e+01
8.600000000000000000e+01,1.110000000000000000e+02,3.464503432966508711e+01
8.600000000000000000e+01,1.120000000000000000e+02,4.637924426080419238e+01
8.600000000000000000e+01,1.130000000000000000e+02,1.893604082605055794e+01
8.700000000000000000e+01,1.120000000000000000e+02,4.448291906895564551e+01
8.700000000000000000e+01,1.130000000000000000e+02,3.381720400484946509e+01
8.800000000000000000e+01,1.120000000000000000e+02,2.972140144780167503e+01
8.800000000000000000e+01,1.130000000000000000e+02,3.273945034789084474e+01
8.900000000000000000e+01,1.120000000000000000e+02,2.768755861385716344e+01
8.900000000000000000e+01,1.130000000000000000e+02,2.480538527136814864e+01
9.000000000000000000e+01,1.120000000000000000e+02,2.824072568751993018e+01
9.000000000000000000e+01,1.130000000000000000e+02,2.655068858105833485e+01
9.100000000000000000e+01,1.120000000000000000e+02,2.195892606581031004e+01
9.100000000000000000e+01,1.130000000000000000e+02,2.963033562893961204e+01
