31_0Skel_31_0Skel,31_0Skel_31_0Bulge,31_0Skel_31_50Skel,31_0Skel_31_50Bulge,31_0Bulge_31_0Skel,31_0Bulge_31_0Bulge,31_0Bulge_31_50Skel,31_0Bulge_31_50Bulge,31_50Skel_31_0Skel,31_50Skel_31_0Bulge,31_50Skel_31_50Skel,31_50Skel_31_50Bulge,31_50Bulge_31_0Skel,31_50Bulge_31_0Bulge,31_50Bulge_31_50Skel,31_50Bulge_31_50Bulge
305.58688099661435,344.00197873299174,344.56505590467856,372.144789311261,359.1335914630947,327.936037635835,386.81930862570204,372.60040501575014,326.63773643175847,357.65390946528896,314.65949742331946,361.24850316347516,360.2865662771206,324.4391314046068,372.83482581329383,324.50078157638893
302.4541468716629,343.05254729151625,343.20702943866286,370.9276251400132,358.37519588704487,325.0507914367341,386.29712052878,371.2893979012035,325.7648787224265,357.1662150208641,312.1344743375942,360.38005500655095,360.0713917759029,324.30912443524625,372.4437163011723,322.01074808979706
299.81719107181783,342.0177369302092,342.10257655364586,369.93483924343155,356.43389543419033,322.1645410828665,384.64860527788005,369.8376291251246,324.1605592950347,356.33037930230637,309.1968500638287,359.1927032264456,359.14419250116083,323.0754487263437,371.2980449274938,318.805003872928
297.7426517148222,341.18736159074564,341.3245439135216,369.189650832325,355.23904481305567,319.52789423284463,383.92125118199766,368.9808269351941,323.3188936732201,355.379701985923,307.64797114421305,358.3991071695912,358.8101828847955,322.40202318526497,370.86955234844095,316.91290436527964
295.4981458172002,340.727854363977,340.06608373244353,368.3539746371287,354.30212357269625,317.5630740462628,382.9334458117542,367.81216210741223,323.24538524720214,355.8210287367884,305.66058271088264,358.2529301079118,358.21506965128367,321.91297299664654,370.0568486915316,314.25967695185176
293.9618860556278,339.70133553478576,339.3799313965712,367.31118681666993,352.90436195150227,315.1423845031254,381.920393787746,366.55753946804333,321.6881901153536,354.63135796700163,303.0657872687863,356.89094630441576,358.24811219920343,321.24841746214446,370.18094393903334,312.8396630991004
291.3159939550244,339.3037410142213,338.0922636266059,366.3280017666501,351.68223305790394,312.82744586321564,380.9149836045483,365.4388689979359,321.1706510487018,354.27472931012693,301.1067334015495,356.5121294206327,357.3422170009366,320.1448124699069,369.40402349913717,309.63132303380263
289.57345251875245,339.153401885859,337.4979440590363,365.65567337278816,350.15813095494957,310.0427620269274,379.45255264298953,364.0081054972769,321.00120515120943,354.595521696033,299.6473048830467,356.2408342368995,356.7459952246472,319.6437403771937,368.608336876566,308.2662412320566
288.17393485617754,339.07601378725366,337.1383989517034,365.38015534512556,349.65704884918347,308.1407558113864,378.7688340602867,363.006697545541,320.1602648598859,354.1344899395909,297.6610195396339,355.6509075588484,356.5824462542184,319.1123222650003,368.1353903829762,306.44374290694054
286.72949543840036,339.0766285725672,336.7612982027946,365.20880483651416,348.3590799864013,306.2462563688098,377.52167972907006,361.7832027078208,318.98498502761953,353.3015901519471,295.3133048285182,354.252461965237,356.2906914102696,318.36614802238046,367.5470662685139,304.6571145738328
285.73096677021084,339.29983902506393,336.8912472298993,365.4367751244084,347.09798266672163,304.21547494371066,376.33365011843205,360.7803373789937,319.134238730773,353.7920596067301,294.27982116318526,354.66922986187313,355.63344164229005,317.7339922263507,366.77393598695437,302.95199450616957
284.0211143406779,338.95022370041863,335.7434753437064,364.6541576650666,346.4131422078405,302.7696376819214,376.00920535740994,360.383089624866,318.0580592459999,352.96815602448277,291.9142897090513,353.2606843814468,355.33934413362294,317.28995850101313,366.00424868233733,301.2592637108785
282.95990291603755,339.33239853379416,335.9571552098263,364.48478191463494,345.50697188891564,301.6998265347435,375.19384945672294,359.55779181715184,317.83023415052617,352.17697517359767,290.62537549026683,352.8468833344763,355.5365324485595,317.31125974519045,365.8577388869696,300.1389357419612
282.2381846102992,339.8350552534074,335.9494771500044,364.7840660303416,344.2818296274786,299.25787233844073,373.86863113197774,358.22730399187424,317.7594654439122,352.09388818328426,288.8716037263815,352.3512725481969,355.2776235563372,316.58543499475314,364.8124541556227,296.99134449514617
281.58135408838774,340.0779782205672,336.33466939353804,364.8799010229295,344.37305287287785,298.8300099093925,373.8231799783123,358.2173399511023,317.62287085545205,352.1204573241099,287.73565434109787,352.1048198281767,354.9738090526045,316.3002001488089,363.56922749161623,294.87389746434405
280.26013524836435,339.7253685916258,335.5127944706167,364.31897474141664,343.2373808860914,297.6304485001576,373.1795272307604,357.4362810883575,316.67327444934614,350.96233733915506,285.7988671373859,350.91994121302605,355.9195388110891,317.1069003894891,363.92878475438795,293.9085034519893
279.58689211532544,340.6062538645174,335.68528149680833,365.12543111153957,342.84901273531653,296.80951667571,372.3713885571207,356.6572516616549,316.6399174777125,351.29271067855836,284.90063859006716,350.47915593058997,355.62496103851055,316.53587754708946,362.7536865466414,291.44928147390516
278.59013079677715,340.726647470881,335.39818379676126,365.13858633722225,341.6076367204071,295.7550629069389,371.74981231554045,355.6342754988179,316.62382819837904,351.4737524565586,284.3390764134307,350.36724158676736,355.417595637418,316.1106344954198,361.8426801386203,289.86167039529647
278.14963117410923,340.5839167904602,335.0224512568651,364.86884946940137,340.58598959841504,294.25314936556765,370.8787683985414,354.1654511201033,316.80427133920574,351.18040794217546,282.5982313029472,349.9208390663893,355.61610864040796,316.08849481786376,361.24860558695735,288.5697184254633
277.4211261405792,340.84356694340204,334.4069842355467,364.62659345265445,339.4391186029689,292.8102425992245,370.00711839850175,352.57451149289795,317.4454583665389,351.6332611670595,282.10313460438425,350.24852704297507,355.55120890648783,315.4367357290134,360.30881383618924,286.5979300321454
276.6810028478208,340.4674017599806,333.49264650942973,364.24746643527743,337.47198784488336,291.6234753265405,368.6003467222112,350.93289155584955,315.9238869243176,350.4410164314132,279.6624086452845,348.66193950045147,357.05435538260423,317.2352800404771,361.50191004046167,287.0767678240434
276.35890906406803,340.55661373782885,333.1551716105579,364.07144473648356,336.2467982438552,290.36685887350063,367.7753921427017,349.6322986256859,316.0582714388198,350.61862677839565,278.8449569532583,348.5481534305623,358.1225941231224,318.03082354191883,361.14018082473507,285.911442542096
275.2592836201669,339.9233411654885,332.2763720045742,363.4794399577502,334.57605503913396,289.436097257974,366.43170623110143,348.01629845929085,315.647513323044,349.83750624446964,277.3099088282446,347.3911414754614,358.39419096829363,318.002531366834,360.493297361069,284.1074615261149
274.24313747536013,339.63911640180123,331.6721462977799,362.84386071999876,332.587181376146,287.80582286382224,364.90093012911393,346.22105989358107,315.6354359485584,349.89696776763117,276.0304016948885,346.8823235471491,359.6020919361486,319.31463063109067,360.49300012816644,283.2600603894231
272.23819017893913,338.38960748435767,329.60746064447335,361.35409435171636,331.0161879646356,285.8147357180778,363.81730717388945,344.5236852184051,315.2944096443166,349.52366334240185,274.6526973611741,346.04154299326666,360.7534942735573,320.5916070272974,360.6191623099327,282.76842764898504
270.8678078373389,337.14258261508917,327.8853780546717,359.8660212573604,329.7061146832293,284.6815489361667,362.73351130801944,343.0891470735499,314.55420577127836,349.0586164776526,272.6373575253851,344.89469957664295,361.52750011538217,321.65487242710464,360.7342283624229,282.35037539463286
268.9966255890535,335.76147667990017,325.956768062528,358.50257705736175,328.22485723659423,283.169936474478,361.3833159887187,341.42931677324844,314.81445035087245,349.0961609309057,271.99728827073284,344.6061142994347,361.97372793736724,321.98411643840535,360.4075516257265,281.4234294356366
266.61192341054374,333.5705332899759,323.84930528326066,356.25040711075604,327.08607597948486,282.06441454044136,360.4007739135564,339.5463851562742,314.71274029608605,348.96624195224103,271.00126968602893,343.9639917573442,362.42222588367883,322.84358742875,359.8958226546451,280.47715009261196
265.3189195672441,332.74689003199796,322.7028277218169,355.34667075583934,325.93105070597994,281.3002827513123,359.5327946935989,337.73963602447805,313.9925952650646,348.71772893099774,269.72360434634214,343.02070661111185,364.2916734075931,324.6804656419935,360.572089341337,280.67991165536165
264.5996233647364,332.1441767469323,321.77473540982186,354.62296136387636,324.7458274915171,280.350642330105,358.9108385977785,336.1491634034413,314.0541416573436,348.1274802395427,268.3469630359569,341.8469746840727,364.59972180030337,325.4141241316183,360.42916355260434,280.23724038512904
262.93776295548474,331.2853149537027,319.79457546945264,352.89862786117567,324.73453218208925,279.67673974237994,358.8341785892436,334.9125438908802,313.8292007314695,347.81590185958373,267.3759949415972,340.7335091745871,364.1201736914416,325.23233953162884,359.5276463649072,278.5378563081034
261.8612294074467,330.12751530703434,318.6649466543382,351.6088808835744,324.4341000218984,278.80321531748183,358.2828840526141,333.8924731029315,313.6891482703029,347.8734049671611,266.52066779866914,340.45967646079765,363.34009722736613,324.1850356726063,357.8826765965108,276.1306056777638
260.0757361802884,328.5809025347021,316.92018087493744,349.97341287869244,323.92954475453405,278.21115117907397,358.1248200663325,332.845527318633,313.58367785235646,347.83788998707564,265.39590281148486,339.6638208620426,363.96671091807616,325.11964355629493,358.0392059380303,275.83713880560566
260.309472124865,329.0981578487685,316.9372558620615,350.2767567041676,323.4105990619606,277.31373291858654,357.27699454242605,331.76742670596246,313.1752007951917,347.3707433958136,264.45593834416667,338.6165402074938,363.5917303816833,324.8316042603148,356.3932875293204,274.4834320757059
259.0422474744653,327.9899670529531,315.89120542554866,349.20724860208804,322.628447646982,276.149605922837,356.3311746146876,329.9029129966832,312.3679397711731,346.8546883859117,262.9727312205877,337.95221274097713,364.0977223290416,325.8780534763447,356.4178292613443,274.3441597841706
259.12506529857654,328.3265401480734,315.6226263949988,349.4818553558416,321.41575603665,274.9501644529478,355.59549418415924,328.2464785305572,312.16112704899194,347.0210872784527,261.9679253467014,337.3443435976115,362.0599097185168,323.7949209076709,353.90481761534227,272.17958672261045
258.38968232692673,328.0730565161077,315.0148128630932,349.05316119538145,322.2591577508022,275.11120381785645,355.9746856919144,327.7583967451664,311.4916974241876,346.7959025096726,260.7435696127411,336.64366304560525,358.9789040312705,321.1273471092158,350.30953268241143,268.9658315498641
257.22958922859647,327.45223217266135,313.8000026721336,348.19211044550497,321.6662624708118,274.6601921874233,355.36733163036075,326.09112528809084,311.42325031174494,346.8274713997085,259.67629892694134,335.94477830624686,355.1803332647949,317.7077829199866,346.18566761490234,265.1708484962246
257.4398170106507,328.3476138152502,313.99088163475517,348.7809448450309,320.87881042938835,273.4368687235287,354.26028212514035,323.99931729865153,311.1257294087466,346.7510405745477,258.78007021882877,335.56379592557,352.7257826774205,315.5413599641444,343.380100101006,263.24968171897916
257.270088987582,328.6055830270965,313.6497001866342,348.5205420152763,321.1541683154701,273.1486066770022,354.43072889009215,323.1888314520788,310.2569585309003,346.546722261316,257.21021877205163,334.5349690372786,351.9365872934812,314.48459072439823,341.96462611509895,262.37844900107916
257.47236072141857,328.8731840805011,314.18647907395456,348.69238179859536,321.8772153005442,272.97466700688653,354.7925930559995,322.4136908511628,310.90222321246523,346.93730139976657,256.96137075576667,334.284886103059,350.3469792938735,313.5534031211561,340.2096283629004,260.9811114326003
258.03845105778487,329.99294969171694,314.3156880150098,349.6765399737154,320.99877442292063,272.00705783229864,353.9704129042399,320.767915395108,309.9346405628891,346.7927255533837,254.93304603517925,333.13235474159393,350.5811593686489,314.2251754796309,339.77311463670554,260.8458558524842
258.2310402310242,330.6237872525644,314.8646201688294,350.00110174077133,320.6162349990222,270.8122230169363,353.5913988257096,319.94304125264154,309.4444336150836,346.26428660255726,253.6784646805142,332.09438096624086,349.81778158542096,313.3864266199178,338.16817385620146,258.82253953956314
258.6332187901181,331.5542530381822,315.2406758470635,350.4934841155127,320.9717756590522,270.7894453242088,353.651258926039,319.62623914653426,308.65540662877777,346.12054635462835,252.56858987974928,331.00124701727674,349.5304720299602,313.2379627716648,337.49336392807794,258.14184827605476
259.1891697761519,332.0105661202633,315.29913061028344,351.05467629866763,321.1373351475712,270.5186431715428,353.5373716441566,318.7198477902935,308.03735624392453,345.5604804938668,250.4893332131106,329.94370765020244,349.55566488862104,313.5077029915091,336.7690542088418,257.78505576052345
258.2094187624311,332.38679213372563,314.8270690111006,351.35981139966196,321.5150356201046,270.000313365428,353.3111286955325,317.7338327831494,307.56071570565666,345.586557772904,249.98065043299266,329.26782651866466,348.82138126319927,312.5348701237272,335.2616179440511,256.7052928680134
260.3503102758509,334.64627693055763,316.2271128231344,353.3290496601318,321.8648545101248,270.06121358546807,353.069689329567,317.1531801116375,306.4856171084792,344.8807105086438,248.4620190613389,327.8677545495471,349.35600480231915,313.0997427402857,335.4961923470208,256.8352593085588
259.7433403560147,335.0965287144668,316.03152988540785,353.50073717095256,322.17153168254083,269.47584821718704,353.04872389880524,316.5080113145243,305.8066443747173,344.59597527479986,247.0280995857022,326.7464607636469,349.06026028155173,312.8880335870751,333.840514881503,255.66240454917488
259.31752870156976,335.14585368240057,315.6763540683432,353.522430064078,322.08417268396425,268.63782045193386,352.53711642496626,315.4492868645793,305.5382837779585,345.1663469797404,245.88540332356015,326.58299853918714,349.5040140249487,313.2264060615418,333.6147429264584,255.11069486565125
257.7983518746894,334.9967433463372,314.7633422947726,353.3202030568827,322.60460348703526,268.77848295958944,352.89881435045487,315.1568219574178,305.40535166342255,345.3233110464953,245.04159048534396,326.3477106008901,349.48121116486385,313.44793714852835,332.5165248746286,254.67243765578567
257.5271067323519,335.00736795161106,314.5635620512747,353.4453081110826,323.3336843032009,268.37717848975615,352.92005115926264,314.7792451581934,305.19315769991607,345.71517843228986,244.55525946161396,325.9770578921428,349.45797244000283,313.3514240243175,331.4889805952369,253.50970978686684
255.48455405808411,334.0567212191812,312.8727448303244,352.4450333206425,324.3306884792238,268.17785668549294,353.56327946480457,314.7316094168068,305.87118975812336,346.64430163870185,244.4181773358404,326.0465993878315,349.570805346118,313.3646809795868,331.4385173972372,253.23484222727274
255.01516016597705,334.07199449773276,312.32475591861163,352.22559440728514,325.2986022358014,268.04520163236924,353.68379460905953,314.46866987017836,305.7282245706683,347.6062486110537,244.34733324619975,326.37427039678204,349.1949725255745,313.50077352870227,330.4984691461952,253.27938226121614
252.96559180311053,333.14242733823534,310.63794275556893,351.0240140044874,325.3276059824519,268.0034753002806,353.5628685434162,313.99555498078513,306.6115004801911,348.8028400997785,243.98821738681198,326.57119690170765,349.3405483618085,313.3664003708241,330.01075887117105,252.03535586905417
250.7648843609572,332.0781490021344,308.7446777173112,349.68587561222233,325.8843990770339,267.3685146688471,353.61125601465153,313.4685292001913,306.53237028748396,349.22254239468134,243.81722936029453,326.4204746134588,350.34648791677716,314.1046105941932,329.96855833329704,252.28933753317978
249.65842175417404,331.5580519648147,307.91381565545,348.7118061997153,326.86702938492226,267.4102624091791,353.77541707561613,313.1432059630484,306.995216734907,350.04040933301917,242.65898336140452,326.4100745799636,349.74609359544627,313.6818500448465,328.3059962605008,250.7948344551826
248.64364635609954,330.9285491459962,306.5577008359198,347.9544148039605,327.5857042964533,267.40047719772855,353.6964382160915,312.9336649199575,307.7767469785071,351.0405039525704,242.86604821816553,326.6518811228258,349.62811443381776,313.58815531503586,327.68714888826884,250.41365443900926
247.4910900398744,330.85512653271525,305.7868964632761,346.9713582356234,328.3046362481831,266.80873772602337,353.551351389372,312.58767369199126,308.7408823223093,352.3248781697492,243.16590726420162,327.3721133946047,349.307447735902,313.6474375965656,326.7863592549583,250.0549069479914
246.11367469166143,329.7503884161546,304.6225637155553,346.1296936458653,328.7927666698291,266.2971136970795,353.350372310307,312.1829225943227,309.7837365471035,353.5408478438751,243.37172541745045,328.0283722265633,348.8366533877613,313.36961959110425,325.8686580992656,249.08619111875964
245.23003171983817,329.57969847166504,303.88840599470996,345.34466280348585,329.6058669003008,266.070674047139,353.30003620298834,312.13769920606944,310.4832069826509,354.59143662808145,243.79524260749255,328.48773766418975,349.4844589594076,314.0375562259623,325.8316999754254,249.29662082250735
245.30358485793894,330.0731268994247,303.6410852077222,345.46334821382555,330.0323747780905,266.0266777941594,353.1416904138954,311.6322746077427,311.550586657459,355.8340079908347,243.96155507710955,329.11950937205404,349.1174643301493,314.0438721119429,324.8976504804189,248.77573973655
