23Skel_23Skel,23Skel_23Bulge,23Skel_31Skel,23Skel_31Bulge,23Skel_26Skel,23Skel_26Bulge,23Bulge_23Skel,23Bulge_23Bulge,23Bulge_31Skel,23Bulge_31Bulge,23Bulge_26Skel,23Bulge_26Bulge,31Skel_23Skel,31Skel_23Bulge,31Skel_31Skel,31Skel_31Bulge,31Skel_26Skel,31Skel_26Bulge,31Bulge_23Skel,31Bulge_23Bulge,31Bulge_31Skel,31Bulge_31Bulge,31Bulge_26Skel,31Bulge_26Bulge,26Skel_23Skel,26Skel_23Bulge,26Skel_31Skel,26Skel_31Bulge,26Skel_26Skel,26Skel_26Bulge,26Bulge_23Skel,26Bulge_23Bulge,26Bulge_31Skel,26Bulge_31Bulge,26Bulge_26Skel,26Bulge_26Bulge
301.6286061332267,348.5457018402338,367.26076165979515,390.8982376241208,411.36761236940237,414.3084401928375,378.06195245451016,337.02856520674646,424.49981234847655,424.5355965743162,430.12546167952763,424.68290475661587,400.9106309498805,420.0446338586922,279.88983829945926,358.5059430368027,439.1674754528286,436.6063106916784,427.5135976342649,429.35434901473576,358.03045330413005,299.89345964426144,454.1580266141228,450.1462627851249,416.12647501164366,425.7096906777219,441.6612840839872,441.5988523476541,287.8229911605497,380.0257125256796,430.7196796902804,421.8566741752774,447.35087205895866,446.53091231327346,369.3740521568534,297.21408694506766
298.49938199369205,347.59340527483664,366.9802886945987,390.83447362607745,411.6867486758424,414.3691940496206,375.6439619835791,332.6762191192746,422.800315427986,423.7914606511951,428.05517577168575,423.1961405040726,400.56931411774184,419.88642744550503,277.8430081911087,358.1181455080938,438.74906370368194,436.2536992565494,426.9216255880901,428.6392993484681,357.1652400986748,296.650992690895,453.0619022664827,449.29239135906994,416.82530800310434,426.3524571081669,441.7885526216004,441.6981589296114,286.79001913672704,379.8913404766339,430.854076853589,422.03691010882613,447.2715431609897,446.4430294730917,369.7154533426845,295.90991760569966
296.64250412609715,347.2607582410573,366.98451061220675,390.88686413874404,412.33597098968846,414.5618105781857,373.1429137403583,328.0918352134554,420.9886454146308,422.69198732484506,425.91060854055087,420.7389982894518,399.8493116855726,419.4590244046821,275.78859961110044,357.1634463892449,438.1884916064737,435.9363743958759,426.8898813390895,428.7627657998377,357.032217298487,295.06827301066585,453.2593374403939,449.0877638639013,417.46487602027526,427.09600486077767,441.77859432373003,441.8652206272246,285.44122002898115,380.110501240195,430.81784196942357,421.72010653335,446.7279356753172,446.04941936899075,369.0563491680724,294.27628328042294
293.15518810341376,346.52776108755256,366.8964898824588,390.4337246372702,412.062568442361,414.1599071795923,371.1746047773246,323.83838767211796,419.3788905365734,421.5831919280198,423.942939093158,418.79227085048774,399.9848610515321,419.6861513344523,273.1622942156744,356.5993282055684,437.91705161557456,435.89764506531867,426.71892392441464,428.48673410124263,356.8566701724198,292.5086396764033,452.7836327746196,448.93737172019394,417.893366613342,427.6094947199065,441.54337467125004,441.85093533439834,284.86449882921073,380.0079726122253,430.90629436527223,421.76253443239017,446.8956001411517,446.04458838819585,368.69036780741015,292.90286371349873
290.99242441622596,346.24838294268574,366.3940332895064,389.7909954442272,412.5776538589005,414.4622788667451,370.4575553696724,321.3346156252815,419.6275566052147,422.0791539642049,422.49995782005254,417.0382297227623,399.7059629828878,419.47282478432663,271.3526021674188,355.78680938319053,437.4925015175808,435.2283162938231,426.3356089266172,428.22532633884106,356.4150246263475,290.82095143238064,452.4236783752928,448.6241269767377,418.6785131015824,428.3050603326961,441.7743604637071,442.27981845820887,284.0675844678518,380.1083878133982,430.80865218563855,421.78295392494357,446.47046211468427,445.7360246987252,368.5089184180259,291.5319306841874
289.3085645780313,346.23160204208176,367.40172545446734,390.4732960914475,413.13166724876726,415.0859127907903,369.47657578929494,319.24854974285654,420.83880355744566,423.4628632241172,422.4444774845266,417.1728945961435,399.08825024956326,419.10924492781845,269.38593770210656,354.85607692079924,436.57064306926634,434.6097059059982,426.40190324989265,428.3010962475446,356.176223387039,289.15106258858367,452.0428403438764,448.33445850977336,418.0151241660514,427.51764291783667,440.7311091798084,441.2395744700693,282.1662857715236,378.9105680839118,430.14725409639925,421.27128930307913,445.9169113766505,445.2026127080044,367.9350662910442,289.5376434554221
286.82338847562346,345.43624526113666,366.7204039640649,389.55509443522374,412.7878355233982,414.7566705437355,368.49640226644743,317.431888669101,421.35650829829143,424.2916239157484,422.7322978414543,416.90609295801414,399.3063326902963,419.5576618371506,267.8284762628712,354.59258525358985,436.5501217808608,434.79766609509596,426.23651702810275,428.255074575586,356.29029648191283,287.58748571565013,452.2950232453004,448.6569282102661,418.49659961415773,427.9292982796805,440.23119274011646,441.0717790624181,280.23927504084577,378.16697921511553,429.9738630177935,421.0472038518968,445.2481684312204,444.59757122413373,367.7597417690379,288.37758076652875
284.84977522546126,345.35685905664076,366.8069177668606,389.38115001155006,412.97311794612074,415.2160090612016,366.87971726859433,314.65507815042616,421.10621718928695,424.3516328187308,421.53714572366704,416.30309115060055,398.82262506933614,419.03104029219577,265.71586632235955,353.2697642361395,435.54347005597344,434.1635380724512,425.3630001986176,427.29363936673155,355.225656714478,285.24151100929555,451.09735169172967,447.4412691254462,418.83382782408347,428.17105479251245,439.9825221379819,441.026047349022,279.45330152775864,378.1661508822279,429.9916010411637,420.95119752964274,445.66920570975714,444.72471777509764,367.7529746088333,287.306931916449
282.7962780150471,344.95412985251346,366.06320804944187,388.9095055934282,412.65735672469117,414.91921868196573,365.64109047889,312.30986475762444,421.63277708489807,424.92833093873304,421.1428903406609,415.75344000672874,399.05757485262325,419.17084271229976,264.27912848330703,353.254724201853,435.513092993279,434.051111217376,425.0256203673699,427.1201293607682,355.0529149067524,284.12323546938694,450.6070053173219,447.21945549880047,419.60940347198544,429.0203117770919,439.8729625975133,440.90764601413326,278.4802681427199,377.7832897665694,429.32311049247113,420.34295030753583,445.05598422074576,444.0247679321641,367.00638564183816,285.7564228962112
280.6875537761403,344.68665577403243,365.6874686389525,388.56464617291823,412.24720505166215,414.63437324518424,363.80804823617376,309.6683934823602,421.07521461974835,424.32912338048465,419.6062493442616,414.9546039999454,397.6688207062568,418.24233086959526,261.4484853452902,351.6838669892606,434.3677272568306,432.9079644706675,424.9863555402499,427.21902786250195,355.20937913013114,282.31979693886797,450.23708004844667,446.8597081212778,419.1791929156579,428.60286392939054,439.0888912692083,440.41867411036935,276.91569998807626,377.2693057849553,429.3222999729655,420.3390409774406,444.89348940327085,444.1336785893309,367.13734893505307,284.58775447622065
