Skel,SF,Frame,sfDiff,sizeDiff
31_0,Skel,1,1.33455854333902,1.02007375715581
31_0,Skel,2,1.33516596702075,1.02041028997571
31_0,Skel,3,1.33335354722318,1.0194425594603
31_0,Skel,4,1.33331654821105,1.02019399778846
31_0,Skel,5,1.33268839261209,1.01848746935595
31_0,Skel,6,1.33522721914332,1.01836914484957
31_0,Skel,7,1.33505019710866,1.01493477969783
31_0,Skel,8,1.33531361466395,1.01335651947488
31_0,Skel,9,1.33742627050504,1.01144316407159
31_0,Skel,10,1.33733457380304,1.00929251401548
31_0,Skel,11,1.33753077383856,1.00743352848218
31_0,Skel,12,1.33733927116786,1.00805785670302
31_0,Skel,13,1.33786681430435,1.0048835353733
31_0,Skel,14,1.33799177569346,1.00341634861955
31_0,Skel,15,1.33967649197276,1.00051514433613
31_0,Skel,16,1.33571800579551,0.996953416658462
31_0,Skel,17,1.3359814860847,0.994665263487723
31_0,Skel,18,1.33341952243491,0.992436483181177
31_0,Skel,19,1.33272383396757,0.989000137455428
31_0,Skel,20,1.33100833264517,0.983083566128554
31_0,Skel,21,1.32902316911059,0.980386580373349
31_0,Skel,22,1.32980129005873,0.978600828225798
31_0,Skel,23,1.3289914973998,0.973148593757689
31_0,Skel,24,1.32642864334367,0.969030512508835
31_0,Skel,25,1.32193521616963,0.965523780168703
31_0,Skel,26,1.32028935269632,0.962284064777239
31_0,Skel,27,1.31651995342065,0.958435096643717
31_0,Skel,28,1.31475130685282,0.958641674162739
31_0,Skel,29,1.31069771293484,0.95477933216023
31_0,Skel,30,1.30845287941236,0.952618505997595
31_0,Skel,31,1.30276931955077,0.949774279652797
31_0,Skel,32,1.30045589294229,0.94770490259304
31_0,Skel,33,1.29717053118797,0.943929696090987
31_0,Skel,34,1.29290675502219,0.942322497500109
31_0,Skel,35,1.28881161462837,0.940252540623782
31_0,Skel,36,1.28631450025445,0.941463867322925
31_0,Skel,37,1.28373009415187,0.939698358193988
31_0,Skel,38,1.27998972602006,0.940519051587454
31_0,Skel,39,1.27621689989666,0.94055737616075
31_0,Skel,40,1.26984118950062,0.940822613553775
31_0,Skel,41,1.26512886482481,0.940673001176035
31_0,Skel,42,1.26286190048997,0.937991621403774
31_0,Skel,43,1.25734049353365,0.936333558265763
31_0,Skel,44,1.2539823034424,0.933333321901633
31_0,Skel,45,1.24564765936759,0.932242030078216
31_0,Skel,46,1.24212784411237,0.932221598716323
31_0,Skel,47,1.2370215091636,0.932094367031001
31_0,Skel,48,1.23530207662907,0.930940069463756
31_0,Skel,49,1.23210960607212,0.931760966630074
31_0,Skel,50,1.23027727152414,0.927708199072166
31_0,Skel,51,1.2276973332615,0.925399202635532
31_0,Skel,52,1.22618727656921,0.924113392528796
31_0,Skel,53,1.22062144376069,0.923812403500948
31_0,Skel,54,1.21943993256869,0.922267250804145
31_0,Skel,55,1.21771758899799,0.920977835104604
31_0,Skel,56,1.21589277296504,0.917573906043571
31_0,Skel,57,1.2104464885686,0.916285138233172
31_0,Skel,58,1.20763380292858,0.914315546017667
31_0,Skel,59,1.20349263517022,0.909530571386304
31_0,Skel,60,1.19837694533974,0.908557314560229
31_0,Skel,61,1.19449891465095,0.905527684630815
31_0,Skel,62,1.19055717839188,0.903386149224634
31_0,Skel,63,1.18805031475587,0.903089922875855
31_0,Skel,64,1.18638557268209,0.900811117032718
31_0,Skel,65,1.18176553064264,0.899228502810826
31_0,Skel,66,1.18015969187113,0.897693925178434
31_0,Skel,67,1.17973227017953,0.895108048839615
31_0,Skel,68,1.17528629010211,0.891530958021564
31_0,Skel,69,1.17524942355356,0.889348836302554
31_0,Skel,70,1.17259344835769,0.886173422420848
31_0,Skel,71,1.16991207748329,0.883577334449262
31_0,Skel,72,1.17029627565225,0.880818405870646
31_0,Skel,73,1.16443122061924,0.877934124754111
31_0,Skel,74,1.16292258803863,0.875057607269388
31_0,Skel,75,1.16020135505851,0.873091204331491
31_0,Skel,76,1.15555390656923,0.870761309040351
31_0,Skel,77,1.15304454188656,0.866340594055208
31_0,Skel,78,1.15323487672002,0.865479425255146
31_0,Skel,79,1.15489073099032,0.865132372525068
31_0,Skel,80,1.15884592240256,0.863509531066181
31_0,Skel,81,1.16307383168443,0.864947201770515
31_0,Skel,82,1.16660416124837,0.86304682256158
31_0,Skel,83,1.17062503088889,0.862420781678793
31_0,Skel,84,1.17537642419805,0.862911111847218
31_0,Skel,85,1.1777813875893,0.865101136740854
31_0,Skel,86,1.17993941985949,0.864791498772099
31_0,Skel,87,1.18335541027377,0.86425958387501
31_0,Skel,88,1.18787189490925,0.865153477579416
31_0,Skel,89,1.18972733078339,0.866431897157556
31_0,Skel,90,1.19588971204141,0.868918030751075
31_0,Skel,91,1.19955944572498,0.868631927244994
31_0,Skel,92,1.20454097791247,0.871576975794107
31_0,Skel,93,1.21010205227,0.87035309459172
31_0,Skel,94,1.21664239290227,0.872290286715242
31_0,Skel,95,1.22076654921131,0.874580826138052
31_0,Skel,96,1.22365291117082,0.876220778508313
31_0,Skel,97,1.22770633835243,0.878071463297951
31_0,Skel,98,1.23015687826922,0.881001640539517
31_0,Skel,99,1.23188236689206,0.884482090872281
31_0,Skel,100,1.23244153563567,0.886363972543325
31_0,Skel,101,1.23282364458569,0.884442028337056
31_0,Skel,102,1.23247284634873,0.885941202696638
31_0,Skel,103,1.23408792740516,0.883472981489431
31_0,Skel,104,1.23493264575249,0.881504415455501
31_0,Skel,105,1.23724847461062,0.880321656026417
31_0,Skel,106,1.23415729423284,0.873018199613973
31_0,Skel,107,1.23174430632299,0.868662034166543
31_0,Skel,108,1.22734528672952,0.865366638885806
31_0,Skel,109,1.22577418827137,0.86157974401022
31_0,Skel,110,1.21950449547369,0.855355118400107
31_0,Skel,111,1.214384798867,0.851479899607971
31_0,Skel,112,1.20728124590828,0.844455376719786
31_0,Skel,113,1.20507915207916,0.837219448367067
31_0,Skel,114,1.19730984834313,0.830250933220077
31_0,Skel,115,1.19180193974851,0.823182696036949
31_0,Skel,116,1.18740331550194,0.816077998868907
31_0,Skel,117,1.18261086467643,0.810539108530916
31_0,Skel,118,1.17643654523706,0.807375430034518
31_0,Skel,119,1.17649042635565,0.800013890764422
31_0,Skel,120,1.17344518070081,0.794742183894802
31_0,Skel,121,1.16904525684844,0.788975725632104
31_0,Skel,122,1.17007805204029,0.782891088001221
31_0,Skel,123,1.17234632189313,0.780048084684953
31_0,Skel,124,1.17401240673018,0.776827207773892
31_0,Skel,125,1.17604136761058,0.774205431494562
31_0,Skel,126,1.17662343671769,0.772220300591634
31_0,Skel,127,1.18015555928748,0.77171053826307
31_0,Skel,128,1.18613606666106,0.772181552175081
31_0,Skel,129,1.18765343069613,0.773670637364419
31_0,Skel,130,1.18660617903724,0.777182936834389
31_0,Skel,131,1.18647127650851,0.782843354000272
31_0,Skel,132,1.18814178637218,0.787028635568188
31_0,Skel,133,1.18569424970716,0.795741292080493
31_0,Skel,134,1.18484364426289,0.801329511906808
31_0,Skel,135,1.18612682392982,0.810943354836601
31_0,Skel,136,1.1839138629487,0.818064895854029
31_0,Skel,137,1.182094902084,0.824681066549854
31_0,Skel,138,1.18047392404263,0.829379774594622
31_0,Skel,139,1.17531821328841,0.837894980771284
31_0,Skel,140,1.16396102377217,0.841131466111642
31_0,Skel,141,1.15335570125612,0.845882867580024
31_0,Skel,142,1.14350276507891,0.849387466973162
31_0,Skel,143,1.1365410390107,0.853371749133467
31_0,Skel,144,1.12779727111153,0.855164685620628
31_0,Skel,145,1.11475685255932,0.855577504154813
31_0,Skel,146,1.10357799095031,0.854009304082905
31_0,Skel,147,1.0937649255605,0.850735759698641
31_0,Skel,148,1.07961216598279,0.846332877610022
31_0,Skel,149,1.06579605868317,0.843813704914277
31_0,Skel,150,1.0528205930726,0.838996146592299
31_0,Skel,151,1.04109541640167,0.834299410487178
31_0,Skel,152,1.0528205930726,0.838996146592299
31_0,Skel,153,1.06595212167031,0.843608201871741
31_0,Skel,154,1.07961216598279,0.846332877610022
31_0,Skel,155,1.09365068860846,0.850735759698641
31_0,Skel,156,1.1037522891455,0.853820791479492
31_0,Skel,157,1.11477013560949,0.855577504154813
31_0,Skel,158,1.12780495441598,0.855202259328117
31_0,Skel,159,1.13650596421928,0.853294411225312
31_0,Skel,160,1.14366904820996,0.849318426716763
31_0,Skel,161,1.15343007274517,0.845885227675529
31_0,Skel,162,1.16425315011997,0.841516923632857
31_0,Skel,163,1.17522140501028,0.837900909891138
31_0,Skel,164,1.18048353995586,0.82936257997395
31_0,Skel,165,1.182094902084,0.824681066549854
31_0,Skel,166,1.18423688013556,0.818068165102507
31_0,Skel,167,1.1860434552662,0.811232501340003
31_0,Skel,168,1.18488135612413,0.801293595177655
31_0,Skel,169,1.18583095966245,0.795827200420538
31_0,Skel,170,1.18817131164458,0.787190947130507
31_0,Skel,171,1.18647127650851,0.782843354000272
31_0,Skel,172,1.18672416431997,0.777345499225644
31_0,Skel,173,1.18768166320708,0.773670637364419
31_0,Skel,174,1.18614476973231,0.772314581666597
31_0,Skel,175,1.1801051738281,0.771730736984939
31_0,Skel,176,1.17661930788874,0.772204643777509
31_0,Skel,177,1.17593754946778,0.77435014308902
31_0,Skel,178,1.17420114236057,0.77694285501403
31_0,Skel,179,1.17243311183101,0.780122570782492
31_0,Skel,180,1.17013065954887,0.782988281698562
31_0,Skel,181,1.16899765924804,0.788975725632104
31_0,Skel,182,1.17351752498679,0.79475143710374
31_0,Skel,183,1.17640884191342,0.800219559790942
31_0,Skel,184,1.17632024643918,0.807398612905032
31_0,Skel,185,1.18259811217806,0.810505062571705
31_0,Skel,186,1.18738371289418,0.816003788534451
