Skel,SF,Frame,sfDiff,sizeDiff
31_0,Skel,1,1.23210960607212,1.11244237728344
31_0,Skel,2,1.18818174222595,1.12870979206525
31_0,Skel,3,1.21664239290227,1.12266259791209
31_0,Skel,4,1.12780495441598,1.10779544294506
31_0,Skel,5,1.23027727152414,1.11278863066403
31_0,Skel,6,1.17243311183101,1.09911940439371
31_0,Skel,7,1.15323487672002,1.11469793189341
31_0,Skel,8,1.22565768768072,1.11389149835884
31_0,Skel,9,1.23262000939221,1.1243050990905
31_0,Skel,10,1.17052981610106,1.11269744782722
31_0,Skel,11,1.18814178637218,1.09466403951856
31_0,Skel,12,1.32193521616963,1.13206810763425
31_0,Skel,13,1.17973227017953,1.12577409748945
31_0,Skel,14,1.27998083316214,1.11565522547899
31_0,Skel,15,1.2539823034424,1.10672518612699
31_0,Skel,16,1.18181767213917,1.12674665692251
31_0,Skel,17,1.07961216598279,1.1112043553051
31_0,Skel,18,1.33283078510162,1.14281484704345
31_0,Skel,19,1.3289914973998,1.13439150833722
31_0,Skel,20,1.17604136761058,1.09780856998051
31_0,Bulge,1,1.23210960607212,1.63952165923223
31_0,Bulge,2,1.18818174222595,1.56469220328353
31_0,Bulge,3,1.21664239290227,1.62388891301106
31_0,Bulge,4,1.12780495441598,1.54554795841152
31_0,Bulge,5,1.23027727152414,1.63432979521136
31_0,Bulge,6,1.17243311183101,1.61898092701734
31_0,Bulge,7,1.15323487672002,1.55069519814385
31_0,Bulge,8,1.22565768768072,1.62442033298292
31_0,Bulge,9,1.23262000939221,1.64784969335749
31_0,Bulge,10,1.17052981610106,1.56288960849525
31_0,Bulge,11,1.18814178637218,1.61587286763978
31_0,Bulge,12,1.32193521616963,1.73577160529714
31_0,Bulge,13,1.17973227017953,1.55404551103511
31_0,Bulge,14,1.27998083316214,1.69195078737211
31_0,Bulge,15,1.2539823034424,1.66051577979979
31_0,Bulge,16,1.18181767213917,1.55889938458566
31_0,Bulge,17,1.07961216598279,1.53953455835186
31_0,Bulge,18,1.33283078510162,1.74824786118186
31_0,Bulge,19,1.3289914973998,1.74241372736683
31_0,Bulge,20,1.17604136761058,1.62141376133751
31_50,Skel,1,1.21021521500549,1.08521527436772
31_50,Skel,2,1.20061886840251,1.13223260188832
31_50,Skel,3,1.2022815292824,1.15256837886463
31_50,Skel,4,1.19748741988093,1.24557481875773
31_50,Skel,5,1.21038940293708,1.08879831875367
31_50,Skel,6,1.20964670736625,1.1969661697132
31_50,Skel,7,1.17932459555148,1.15610840001001
31_50,Skel,8,1.23312073388378,1.16713982312802
31_50,Skel,9,1.22046668903245,1.15765372684548
31_50,Skel,10,1.18945742379144,1.16143550418811
31_50,Skel,11,1.20065238177176,1.22008383694836
31_50,Skel,12,1.25864444954763,1.0734778039256
31_50,Skel,13,1.20302367132323,1.13859538505467
31_50,Skel,14,1.2274791648219,1.07055975737408
31_50,Skel,15,1.21673461392905,1.07255515517649
31_50,Skel,16,1.2016061250463,1.13309546313055
31_50,Skel,17,1.19195771528943,1.25317763619595
31_50,Skel,18,1.28144671165577,1.07507969446476
31_50,Skel,19,1.26708598444774,1.07606000316202
31_50,Skel,20,1.20904022840597,1.20249396059304
31_50,Bulge,1,1.21021521500549,1.66747000842633
31_50,Bulge,2,1.20061886840251,1.60164412290607
31_50,Bulge,3,1.2022815292824,1.72214005382613
31_50,Bulge,4,1.19748741988093,1.73249775876247
31_50,Bulge,5,1.21038940293708,1.66357759762284
31_50,Bulge,6,1.20964670736625,1.7279317259785
31_50,Bulge,7,1.17932459555148,1.63488927292107
31_50,Bulge,8,1.23312073388378,1.72779155546346
31_50,Bulge,9,1.22046668903245,1.74111421761816
31_50,Bulge,10,1.18945742379144,1.66241891129286
31_50,Bulge,11,1.20065238177176,1.74339058556904
31_50,Bulge,12,1.25864444954763,1.7252798130599
31_50,Bulge,13,1.20302367132323,1.60225498410514
31_50,Bulge,14,1.2274791648219,1.70915602615748
31_50,Bulge,15,1.21673461392905,1.69423079287846
31_50,Bulge,16,1.2016061250463,1.60045642930896
31_50,Bulge,17,1.19195771528943,1.72147387481266
31_50,Bulge,18,1.28144671165577,1.74734202471562
31_50,Bulge,19,1.26708598444774,1.73373926563339
31_50,Bulge,20,1.20904022840597,1.73454198474968
