Figure_31_Skel_0,Figure_31_Skel_0,Same,Same,0.8959999999999999,0.8520000000000001
Figure_31_Skel_0,Figure_31_Bulge_0,Same,Diff,0.898,0.0
Figure_31_Skel_0,Figure_31_Skel_50,Diff,Same,0.8966666666666667,0.6319999999999999
Figure_31_Skel_0,Figure_31_Bulge_50,Diff,Diff,0.8940000000000001,0.0
Figure_31_Bulge_0,Figure_31_Skel_0,Same,Diff,0.8926666666666667,0.0
Figure_31_Bulge_0,Figure_31_Bulge_0,Same,Same,0.8993333333333334,0.8559999999999999
Figure_31_Bulge_0,Figure_31_Skel_50,Diff,Diff,0.8913333333333334,0.0
Figure_31_Bulge_0,Figure_31_Bulge_50,Diff,Same,0.8986666666666666,0.32999999999999996
Figure_31_Skel_50,Figure_31_Skel_0,Diff,Same,0.8913333333333334,0.3733333333333333
Figure_31_Skel_50,Figure_31_Bulge_0,Diff,Diff,0.8933333333333333,0.0
Figure_31_Skel_50,Figure_31_Skel_50,Same,Same,0.8953333333333333,0.8573333333333334
Figure_31_Skel_50,Figure_31_Bulge_50,Same,Diff,0.8886666666666667,0.0
Figure_31_Bulge_50,Figure_31_Skel_0,Diff,Diff,0.8939999999999999,0.0
Figure_31_Bulge_50,Figure_31_Bulge_0,Diff,Same,0.8913333333333334,0.5093333333333334
Figure_31_Bulge_50,Figure_31_Skel_50,Same,Diff,0.8893333333333333,0.0
Figure_31_Bulge_50,Figure_31_Bulge_50,Same,Same,0.8939999999999999,0.8560000000000001
