Figure_23_Skel,Figure_23_Skel,Same,Same,0.8973333333333333,0.8566666666666667
Figure_23_Skel,Figure_23_Bulge,Same,Diff,0.8926666666666667,0.0
Figure_23_Skel,Figure_31_Skel,Diff,Same,0.8960000000000001,0.09533333333333333
Figure_23_Skel,Figure_31_Bulge,Diff,Diff,0.8973333333333333,0.0
Figure_23_Skel,Figure_266_Skel,Diff,Same,0.898,0.006
Figure_23_Skel,Figure_266_Bulge,Diff,Diff,0.9006666666666667,0.0
Figure_23_Bulge,Figure_23_Skel,Same,Diff,0.89,0.0
Figure_23_Bulge,Figure_23_Bulge,Same,Same,0.8866666666666667,0.8413333333333334
Figure_23_Bulge,Figure_31_Skel,Diff,Diff,0.8966666666666667,0.0
Figure_23_Bulge,Figure_31_Bulge,Diff,Same,0.8913333333333334,0.0013333333333333335
Figure_23_Bulge,Figure_266_Skel,Diff,Diff,0.8913333333333332,0.0
Figure_23_Bulge,Figure_266_Bulge,Diff,Same,0.8926666666666667,0.005333333333333334
Figure_31_Skel,Figure_23_Skel,Diff,Same,0.8913333333333334,0.0006666666666666668
Figure_31_Skel,Figure_23_Bulge,Diff,Diff,0.8920000000000001,0.0
Figure_31_Skel,Figure_31_Skel,Same,Same,0.8953333333333333,0.828
Figure_31_Skel,Figure_31_Bulge,Same,Diff,0.898,0.0
Figure_31_Skel,Figure_266_Skel,Diff,Same,0.8973333333333334,0.011333333333333334
Figure_31_Skel,Figure_266_Bulge,Diff,Diff,0.8893333333333333,0.0
Figure_31_Bulge,Figure_23_Skel,Diff,Diff,0.8899999999999999,0.0
Figure_31_Bulge,Figure_23_Bulge,Diff,Same,0.8906666666666666,0.003333333333333333
Figure_31_Bulge,Figure_31_Skel,Same,Diff,0.8886666666666668,0.0
Figure_31_Bulge,Figure_31_Bulge,Same,Same,0.8853333333333333,0.8460000000000001
Figure_31_Bulge,Figure_266_Skel,Diff,Diff,0.8913333333333334,0.0
Figure_31_Bulge,Figure_266_Bulge,Diff,Same,0.8893333333333334,0.01
Figure_266_Skel,Figure_23_Skel,Diff,Same,0.8926666666666666,0.0
Figure_266_Skel,Figure_23_Bulge,Diff,Diff,0.898,0.0
Figure_266_Skel,Figure_31_Skel,Diff,Same,0.8959999999999999,0.10666666666666669
Figure_266_Skel,Figure_31_Bulge,Diff,Diff,0.8966666666666667,0.0
Figure_266_Skel,Figure_266_Skel,Same,Same,0.8926666666666667,0.8413333333333334
Figure_266_Skel,Figure_266_Bulge,Same,Diff,0.892,0.0
Figure_266_Bulge,Figure_23_Skel,Diff,Diff,0.892,0.0
Figure_266_Bulge,Figure_23_Bulge,Diff,Same,0.8873333333333335,0.004
Figure_266_Bulge,Figure_31_Skel,Diff,Diff,0.8879999999999999,0.0
Figure_266_Bulge,Figure_31_Bulge,Diff,Same,0.8846666666666666,0.052666666666666674
Figure_266_Bulge,Figure_266_Skel,Same,Diff,0.892,0.0
Figure_266_Bulge,Figure_266_Bulge,Same,Same,0.884,0.8299999999999998
