Skel,SF,Frame,sfDiff,sizeDiff
23,Skel,1,0.766912748820341,0.495585908926597
23,Skel,2,1.10509212225233,0.695099793792546
23,Skel,3,1.05159425508531,0.706900291094384
23,Skel,4,1.11108694419978,0.692826723198823
23,Skel,5,1.20709989895461,0.806964748171557
23,Skel,6,1.11121070277472,0.692695063870845
23,Skel,7,0.932595201880906,0.597794875253716
23,Skel,8,1.48614126292708,0.919557161105729
23,Skel,9,1.15202672658627,0.71680370153976
23,Skel,10,1.16283816619851,0.718855129169597
23,Skel,11,0.910264032043716,0.634518237698983
23,Skel,12,1.25736761116528,0.791557758939644
23,Skel,13,1.14296082024936,0.704546873278465
23,Skel,14,1.47876970889316,0.920025241545313
23,Skel,15,0.78092454712692,0.487152551098396
23,Skel,16,1.01204992728866,0.688169212708284
23,Skel,17,1.26840564435057,0.842852460620092
23,Skel,18,1.01210977917103,0.688197008008711
23,Skel,19,0.827165194791168,0.516322179598047
23,Skel,20,1.1001138931141,0.697994253988369
23,Bulge,1,0.766912748820341,0.874364656506757
23,Bulge,2,1.10509212225233,1.20842789210089
23,Bulge,3,1.05159425508531,1.08264776043389
23,Bulge,4,1.11108694419978,1.21795763325341
23,Bulge,5,1.20709989895461,1.34106433938285
23,Bulge,6,1.11121070277472,1.21791842408165
23,Bulge,7,0.932595201880906,0.955333977667593
23,Bulge,8,1.48614126292708,1.70632735233311
23,Bulge,9,1.15202672658627,1.27006691932818
23,Bulge,10,1.16283816619851,1.27273831090814
23,Bulge,11,0.910264032043716,0.961054313973707
23,Bulge,12,1.25736761116528,1.3648270364279
23,Bulge,13,1.14296082024936,1.24776134767087
23,Bulge,14,1.47876970889316,1.6979395845214
23,Bulge,15,0.78092454712692,0.851965604412113
23,Bulge,16,1.01204992728866,1.0381062139818
23,Bulge,17,1.26840564435057,1.44953975232186
23,Bulge,18,1.01210977917103,1.0381062139818
23,Bulge,19,0.827165194791168,0.880761316274558
23,Bulge,20,1.1001138931141,1.19536813321576
31,Skel,1,1.07248259847009,1.00914976286606
31,Skel,2,1.11510437175263,1.02716633839373
31,Skel,3,1.1068513761048,1.02348994966139
31,Skel,4,1.1162749347932,1.02996986541309
31,Skel,5,1.15774632628888,0.999117210621194
31,Skel,6,1.11626867285854,1.02996785068778
31,Skel,7,1.09006584707616,0.991439676008873
31,Skel,8,1.13183600927073,0.978630517509863
31,Skel,9,1.12109547478507,1.03381225053638
31,Skel,10,1.12666583016984,1.03625762173304
31,Skel,11,1.0882899187227,1.01694200561211
31,Skel,12,1.16311067784449,1.02586575734075
31,Skel,13,1.11635277557723,1.03220380122687
31,Skel,14,1.13276097907299,0.979842797783863
31,Skel,15,1.06623442248803,0.995766166993028
31,Skel,16,1.10012424485872,1.02117434988247
31,Skel,17,1.1541073106838,0.993003956938143
31,Skel,18,1.10016473284294,1.02117434988247
31,Skel,19,1.07061114552645,0.994449238171279
31,Skel,20,1.11605408510193,1.03045215370601
31,Bulge,1,1.07248259847009,1.35781258799974
31,Bulge,2,1.11510437175263,1.37291061250043
31,Bulge,3,1.1068513761048,1.36137298354127
31,Bulge,4,1.1162749347932,1.37529573118549
31,Bulge,5,1.15774632628888,1.36807384798502
31,Bulge,6,1.11626867285854,1.37510904721529
31,Bulge,7,1.09006584707616,1.35773206756217
31,Bulge,8,1.13183600927073,1.28733134702836
31,Bulge,9,1.12109547478507,1.38916774152414
31,Bulge,10,1.12666583016984,1.3934792830849
31,Bulge,11,1.0882899187227,1.35278560649086
31,Bulge,12,1.16311067784449,1.41495658816442
31,Bulge,13,1.11635277557723,1.37795767856987
31,Bulge,14,1.13276097907299,1.28883566979157
31,Bulge,15,1.06623442248803,1.35870634969024
31,Bulge,16,1.10012424485872,1.3586922429559
31,Bulge,17,1.1541073106838,1.35364572911072
31,Bulge,18,1.10016473284294,1.35872948984767
31,Bulge,19,1.07061114552645,1.35339191373891
31,Bulge,20,1.11605408510193,1.36997195030723
26,Skel,1,1.25027209400667,1.13800149089256
26,Skel,2,1.22557602505866,1.21252270425519
26,Skel,3,1.21750626952156,1.17959160907602
26,Skel,4,1.22723734064183,1.21707615215599
26,Skel,5,1.26622849881442,1.19516639870889
26,Skel,6,1.22729718544419,1.21689686797186
26,Skel,7,1.26667936271838,1.08866927303859
26,Skel,8,1.32615374885499,1.22188459808832
26,Skel,9,1.23977708829793,1.26205347484805
26,Skel,10,1.23991792667987,1.27043861420665
26,Skel,11,1.23287297879575,1.163187314881
26,Skel,12,1.26100763464287,1.31636178874409
26,Skel,13,1.23330691349328,1.2401674073402
26,Skel,14,1.32360082349054,1.21957396895442
26,Skel,15,1.25221399252738,1.09347950188931
26,Skel,16,1.22412828803975,1.17094225883378
26,Skel,17,1.27195087473153,1.21093590958394
26,Skel,18,1.22421263929133,1.17097259796072
26,Skel,19,1.27071665906829,1.09024392206096
26,Skel,20,1.22331885729482,1.20918690344245
