Skel,SF,Frame,sfDiff,sizeDiff
31_0,Skel,1,1.33455854333902,1.06994283205124
31_0,Skel,2,1.33516596702075,1.07039923560267
31_0,Skel,3,1.33335354722318,1.06880097952824
31_0,Skel,4,1.33331654821105,1.06929085672727
31_0,Skel,5,1.33268839261209,1.067782288273
31_0,Skel,6,1.33522721914332,1.06739361078289
31_0,Skel,7,1.33505019710866,1.06437422957499
31_0,Skel,8,1.33531361466395,1.06325110138259
31_0,Skel,9,1.33742627050504,1.06117803196995
31_0,Skel,10,1.33733457380304,1.06043427338896
31_0,Skel,11,1.33753077383856,1.05773379973604
31_0,Skel,12,1.33733927116786,1.05863709639243
31_0,Skel,13,1.33786681430435,1.05498418894363
31_0,Skel,14,1.33799177569346,1.05353503833348
31_0,Skel,15,1.33967649197276,1.05130352783319
31_0,Skel,16,1.33571800579551,1.04734428980237
31_0,Skel,17,1.3359814860847,1.04584664410013
31_0,Skel,18,1.33341952243491,1.044409140324
31_0,Skel,19,1.33272383396757,1.04040925193748
31_0,Skel,20,1.33100833264517,1.03686427137411
31_0,Skel,21,1.32902316911059,1.03375949324595
31_0,Skel,22,1.32980129005873,1.03157156509522
31_0,Skel,23,1.3289914973998,1.02615203308306
31_0,Skel,24,1.32642864334367,1.02317070713736
31_0,Skel,25,1.32193521616963,1.01919500877694
31_0,Skel,26,1.32028935269632,1.01592901951819
31_0,Skel,27,1.31651995342065,1.01099457431919
31_0,Skel,28,1.31475130685282,1.01069738276891
31_0,Skel,29,1.31069771293484,1.00624562209646
31_0,Skel,30,1.30845287941236,1.00309571314991
31_0,Skel,31,1.30276931955077,1.00104801133318
31_0,Skel,32,1.30045589294229,0.998746746483613
31_0,Skel,33,1.29717053118797,0.995693910887384
31_0,Skel,34,1.29290675502219,0.994295707834734
31_0,Skel,35,1.28881161462837,0.993095606546094
31_0,Skel,36,1.28631450025445,0.993350508139075
31_0,Skel,37,1.28373009415187,0.991470234407842
31_0,Skel,38,1.27998972602006,0.991340995980977
31_0,Skel,39,1.27621689989666,0.991327310040133
31_0,Skel,40,1.26984118950062,0.991711793590713
31_0,Skel,41,1.26512886482481,0.990120442062638
31_0,Skel,42,1.26286190048997,0.986300156562669
31_0,Skel,43,1.25734049353365,0.983747846875623
31_0,Skel,44,1.2539823034424,0.980427247652466
31_0,Skel,45,1.24564765936759,0.979938341976818
31_0,Skel,46,1.24212784411237,0.979274562425553
31_0,Skel,47,1.2370215091636,0.979093496796086
31_0,Skel,48,1.23530207662907,0.977933076165793
31_0,Skel,49,1.23210960607212,0.978372536036714
31_0,Skel,50,1.23027727152414,0.975079465311878
31_0,Skel,51,1.2276973332615,0.972150362149795
31_0,Skel,52,1.22618727656921,0.971567755080936
31_0,Skel,53,1.22062144376069,0.969936754621272
31_0,Skel,54,1.21943993256869,0.968782984564252
31_0,Skel,55,1.21771758899799,0.96768463674384
31_0,Skel,56,1.21589277296504,0.967285658754888
31_0,Skel,57,1.2104464885686,0.967889118548263
