Figure_31_Skel_0,Figure_31_Skel_0,Same,Diff,0.8266666666666667,0.73
Figure_31_Skel_0,Figure_31_Bulge_0,Same,Diff,0.8666666666666667,0.0
Figure_31_Skel_0,Figure_31_Skel_50,Same,Diff,0.7866666666666666,0.0
Figure_31_Skel_0,Figure_31_Bulge_50,Same,Diff,0.8333333333333333,0.0
Figure_31_Bulge_0,Figure_31_Skel_0,Same,Diff,0.8333333333333334,0.0
Figure_31_Bulge_0,Figure_31_Bulge_0,Same,Diff,0.8466666666666667,0.7033333333333334
Figure_31_Bulge_0,Figure_31_Skel_50,Same,Diff,0.8233333333333333,0.0
Figure_31_Bulge_0,Figure_31_Bulge_50,Same,Diff,0.8200000000000001,0.0
Figure_31_Skel_50,Figure_31_Skel_0,Same,Diff,0.8233333333333333,0.0
Figure_31_Skel_50,Figure_31_Bulge_0,Same,Diff,0.8333333333333333,0.0
Figure_31_Skel_50,Figure_31_Skel_50,Same,Diff,0.8566666666666667,0.8
Figure_31_Skel_50,Figure_31_Bulge_50,Same,Diff,0.8633333333333333,0.0
Figure_31_Bulge_50,Figure_31_Skel_0,Same,Diff,0.8500000000000001,0.0
Figure_31_Bulge_50,Figure_31_Bulge_0,Same,Diff,0.8066666666666666,0.0
Figure_31_Bulge_50,Figure_31_Skel_50,Same,Diff,0.8166666666666667,0.0
Figure_31_Bulge_50,Figure_31_Bulge_50,Same,Diff,0.8300000000000001,0.8033333333333332
