Skel,SF,Frame,sfDiff,sizeDiff
23,Skel,1,0.863598285769298,0.816280294650143
23,Skel,2,0.723811092729492,0.721565198709993
23,Skel,3,1.12954225970011,1.06484796833713
23,Skel,4,1.49234558888085,1.28259580681781
23,Skel,5,0.846257189282007,0.801674728183019
23,Skel,6,1.2947390828854,1.13341246794192
23,Skel,7,0.847502305548089,0.82283811267221
23,Skel,8,1.18710377947776,1.09023551250779
23,Skel,9,1.15069290041946,1.07499355161878
23,Skel,10,0.93259429218082,0.921447007635704
23,Skel,11,1.39413883812978,1.18865048535923
23,Skel,12,1.14308620027089,0.97501874909966
23,Skel,13,0.749057635738335,0.708198659685672
23,Skel,14,1.05149020512027,0.967517517741386
23,Skel,15,0.95220184637379,0.90402980531084
23,Skel,16,0.730374690438966,0.716094983076883
23,Skel,17,1.50097950804716,1.3110480870304
23,Skel,18,1.17206670879689,0.986655350156887
23,Skel,19,1.1467310434199,0.97682006612994
23,Skel,20,1.32474951676423,1.13839017882057
23,Bulge,1,0.863598285769298,1.08872727650917
23,Bulge,2,0.723811092729492,1.05640214621554
23,Bulge,3,1.12954225970011,1.42901519675472
23,Bulge,4,1.49234558888085,1.96565904869596
23,Bulge,5,0.846257189282007,1.08096439200512
23,Bulge,6,1.2947390828854,1.65674811784002
23,Bulge,7,0.847502305548089,1.13305862593215
23,Bulge,8,1.18710377947776,1.5454994497489
23,Bulge,9,1.15069290041946,1.51122828034373
23,Bulge,10,0.93259429218082,1.19332419526127
23,Bulge,11,1.39413883812978,1.8453066882842
23,Bulge,12,1.14308620027089,1.4423084824051
23,Bulge,13,0.749057635738335,1.06927706221269
23,Bulge,14,1.05149020512027,1.25691645635356
23,Bulge,15,0.95220184637379,1.14082728629213
23,Bulge,16,0.730374690438966,1.05753237223791
23,Bulge,17,1.50097950804716,1.97577253788619
23,Bulge,18,1.17206670879689,1.49199272320985
23,Bulge,19,1.1467310434199,1.45493900295311
23,Bulge,20,1.32474951676423,1.69036848990085
31,Skel,1,1.08203275679787,1.11558343783644
31,Skel,2,1.07401749771736,1.10810244973558
31,Skel,3,1.12272304068123,1.11130650408347
31,Skel,4,1.12904172171657,1.09824572585806
31,Skel,5,1.0791160464522,1.11647897873075
31,Skel,6,1.14808645117388,1.09856402782684
31,Skel,7,1.07441104979038,1.11425321454634
31,Skel,8,1.16138663203368,1.10354347290798
