model,score,CI_low,CI_high
skel,0.7902003354533373,0.5928069380729031,0.9875937328337714
CorNet_S,0.5260372111753371,0.49877846251490243,0.5532959598357716
SayCam,0.5215981394402638,0.4732873804891046,0.5566545652275066
ResNet_IN,0.5169214664822955,0.48443334346802336,0.5527535855575048
ResNet_SN,0.5245595433287086,0.49508174805264776,0.5449491426572755
