model,score,CI_low,CI_high
skel,0.8078991929031436,0.7195798561906925,0.9036700127809665
CorNet_S,0.5610727485798727,0.5226760429063063,0.5951610772035062
SayCam,0.5802557922673511,0.5153820786092789,0.6412899418646263
ResNet_IN,0.5657260748707059,0.5411589531029147,0.5944016666779095
ResNet_SN,0.5730038153428518,0.5185393098177705,0.630997338214382
